DATE,DNXRSA
1987-01-01,50.348016973033
1987-02-01,50.160468135396
1987-03-01,50.383477855699
1987-04-01,50.744627537594994
1987-05-01,50.763537884962
1987-06-01,50.432334947244996
1987-07-01,50.203942887787
1987-08-01,50.121221578409994
1987-09-01,50.058281241182
1987-10-01,50.146078705334
1987-11-01,49.733600569423
1987-12-01,49.854955487805995
1988-01-01,49.55073718613401
1988-02-01,49.494751812424
1988-03-01,49.061297081922
1988-04-01,48.739809653865
1988-05-01,48.34998173970801
1988-06-01,48.172998088543
1988-07-01,48.224771559024
1988-08-01,48.248068086842004
1988-09-01,48.213180156361
1988-10-01,48.033036882670004
1988-11-01,47.748891408483
1988-12-01,47.435571182593
1989-01-01,47.46956845569
1989-02-01,47.452369289031
1989-03-01,47.529437497848996
1989-04-01,47.465422175972
1989-05-01,47.596805997338
1989-06-01,47.60539016430101
1989-07-01,47.503181907146995
1989-08-01,47.48224928859901
1989-09-01,47.600660197090995
1989-10-01,47.896674288044004
1989-11-01,48.109732188971996
1989-12-01,48.213369924983
1990-01-01,48.239664413022005
1990-02-01,48.363972992046
1990-03-01,48.495972483427
1990-04-01,48.520754773326
1990-05-01,48.469482739764004
1990-06-01,48.579998664593
1990-07-01,48.655078272642
1990-08-01,48.673423097832
1990-09-01,48.757104014734004
1990-10-01,48.665677831405
1990-11-01,48.753452315321
1990-12-01,48.733883278313996
1991-01-01,48.939665414922
1991-02-01,48.981098239316
1991-03-01,49.059648074161
1991-04-01,49.305171163073
1991-05-01,49.551076528459994
1991-06-01,49.894683086387
1991-07-01,50.329776025559
1991-08-01,50.509570258442004
1991-09-01,50.654485411479996
1991-10-01,50.82798820359199
1991-11-01,51.043581485136
1991-12-01,51.324706423134
1992-01-01,51.522702472004006
1992-02-01,52.283453044951
1992-03-01,53.066809672454006
1992-04-01,53.576005653267
1992-05-01,53.798917034754
1992-06-01,53.947765820594995
1992-07-01,54.137494689616005
1992-08-01,54.393270644796
1992-09-01,54.71596383076199
1992-10-01,54.816603622312
1992-11-01,55.242603244565004
1992-12-01,55.599695773985005
1993-01-01,56.127034746529
1993-02-01,56.432683580746
1993-03-01,56.953786943208
1993-04-01,57.147277150267
1993-05-01,57.56507595742
1993-06-01,58.17987659725701
1993-07-01,58.809817471977
1993-08-01,59.53391322991801
1993-09-01,60.141203069699
1993-10-01,60.842266070393
1993-11-01,61.429606784773
1993-12-01,62.243346655177
1994-01-01,62.819176537013
1994-02-01,63.479289506404
1994-03-01,63.940028139666005
1994-04-01,64.548828803357
1994-05-01,65.046303657099
1994-06-01,65.605165075418
1994-07-01,65.962319398082
1994-08-01,66.298226898889
1994-09-01,66.515389975448
1994-10-01,66.855540470595
1994-11-01,67.18366378425901
1994-12-01,67.574831072676
1995-01-01,67.95491087531
1995-02-01,68.310420575278
1995-03-01,68.600788878367
1995-04-01,68.73458186239101
1995-05-01,69.155565895143
1995-06-01,69.37444035799
1995-07-01,69.818298659214
1995-08-01,70.163105805576
1995-09-01,70.699941178426
1995-10-01,71.059297037637
1995-11-01,71.356712129492
1995-12-01,71.63557746887399
1996-01-01,71.7364771839
1996-02-01,71.96380722404
1996-03-01,72.336219468363
1996-04-01,72.89679212316
1996-05-01,73.329597760966
1996-06-01,73.335057260755
1996-07-01,73.52729217446999
1996-08-01,73.543707235377
1996-09-01,73.895539230006
1996-10-01,74.255800296351
1996-11-01,74.740079633755
1996-12-01,75.187378517513
1997-01-01,75.389773737015
1997-02-01,75.758766473989
1997-03-01,76.174914410363
1997-04-01,76.585227395837
1997-05-01,76.944191474679
1997-06-01,77.345865562349
1997-07-01,77.803525792624
1997-08-01,78.308693328537
1997-09-01,78.442669622354
1997-10-01,78.821106549242
1997-11-01,79.333085369502
1997-12-01,80.044822932144
1998-01-01,80.65378142877499
1998-02-01,81.008931740486
1998-03-01,81.235242523319
1998-04-01,81.763095194553
1998-05-01,82.41652790776999
1998-06-01,83.07923725437101
1998-07-01,83.741020704516
1998-08-01,84.549210235107
1998-09-01,85.254287265468
1998-10-01,86.051643894621
1998-11-01,86.80162254435601
1998-12-01,87.42965621589
1999-01-01,88.492629353365
1999-02-01,89.458741180283
1999-03-01,90.857432881759
1999-04-01,91.68818528085698
1999-05-01,92.548577758871
1999-06-01,93.39491986168801
1999-07-01,94.37796310866999
1999-08-01,95.555348603748
1999-09-01,96.958957616759
1999-10-01,98.03769119070101
1999-11-01,98.848466756345
1999-12-01,99.66617858592501
2000-01-01,100.66301406332701
2000-02-01,101.65254723174
2000-03-01,102.735591000196
2000-04-01,103.543432322106
2000-05-01,105.302250267428
2000-06-01,106.908068299935
2000-07-01,108.299132616923
2000-08-01,109.299623606393
2000-09-01,110.551433946448
2000-10-01,111.72795279458201
2000-11-01,113.09856955904101
2000-12-01,114.54056174598699
2001-01-01,115.505531637031
2001-02-01,116.88037723957899
2001-03-01,117.23878775663
2001-04-01,118.520077333974
2001-05-01,119.253031106426
2001-06-01,119.974090975568
2001-07-01,120.390209961996
2001-08-01,120.96367184859601
2001-09-01,121.505659571523
2001-10-01,121.69787906629999
2001-11-01,121.64196357459
2001-12-01,121.624767310832
2002-01-01,122.096946916185
2002-02-01,122.393264674257
2002-03-01,123.10598792458299
2002-04-01,123.33212760518101
2002-05-01,124.008641297939
2002-06-01,124.254680223411
2002-07-01,124.67604701133301
2002-08-01,124.611015051927
2002-09-01,124.666950108566
2002-10-01,125.000260546749
2002-11-01,125.555003313942
2002-12-01,125.71203283916999
2003-01-01,125.61950690812999
2003-02-01,125.59865887693998
2003-03-01,126.11102695807199
2003-04-01,125.915752558699
2003-05-01,125.77756445757299
2003-06-01,125.08052813235001
2003-07-01,125.16451441835699
2003-08-01,125.59747424011101
2003-09-01,125.829175455786
2003-10-01,126.298093242129
2003-11-01,126.79620115038999
2003-12-01,127.264099586176
2004-01-01,128.082932578434
2004-02-01,128.640440683048
2004-03-01,129.250018536345
2004-04-01,129.29029186638098
2004-05-01,129.31197761969298
2004-06-01,129.843560183081
2004-07-01,129.969812288211
2004-08-01,130.35218101819902
2004-09-01,130.514060108297
2004-10-01,131.270897572145
2004-11-01,131.871090277327
2004-12-01,132.755061401067
2005-01-01,133.395203912194
2005-02-01,134.370309212
2005-03-01,134.65668233607
2005-04-01,135.089974563921
2005-05-01,135.128896604102
2005-06-01,134.938415524927
2005-07-01,134.969789879322
2005-08-01,135.237459196393
2005-09-01,135.90881943185698
2005-10-01,136.60961889682
2005-11-01,137.221164138971
2005-12-01,137.91945916477502
2006-01-01,138.804108767873
2006-02-01,139.290440489783
2006-03-01,139.342707531709
2006-04-01,138.812254939263
2006-05-01,138.735454310162
2006-06-01,138.448029222241
2006-07-01,138.33829821865498
2006-08-01,137.809437593658
2006-09-01,137.63377282086398
2006-10-01,137.367835752395
2006-11-01,137.314046068738
2006-12-01,137.64896673757602
2007-01-01,137.596921734578
2007-02-01,137.407398508319
2007-03-01,136.981282022507
2007-04-01,136.55777182816
2007-05-01,136.78388768200702
2007-06-01,136.823151917042
2007-07-01,136.956964360256
2007-08-01,136.834603239494
2007-09-01,136.215708494967
2007-10-01,134.749801292195
2007-11-01,133.016688693474
2007-12-01,131.607514071246
2008-01-01,130.937293092549
2008-02-01,130.258113380987
2008-03-01,130.351457971695
2008-04-01,130.190516108524
2008-05-01,130.123110500495
2008-06-01,130.18519580787398
2008-07-01,130.233269872798
2008-08-01,129.61166654470802
2008-09-01,128.75040227238998
2008-10-01,127.69337631433599
2008-11-01,127.32744706283701
2008-12-01,126.486972918683
2009-01-01,124.455503259667
2009-02-01,123.12780263932501
2009-03-01,123.314732126875
2009-04-01,123.738442177584
2009-05-01,124.023255580631
2009-06-01,125.274923128015
2009-07-01,126.288484061584
2009-08-01,127.028182742191
2009-09-01,127.28263711968701
2009-10-01,127.591875574409
2009-11-01,127.99375982835699
2009-12-01,128.07017460346202
2010-01-01,127.89509082632799
